Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Uo Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Properties,Value
CHEMBL1747,TOBRAMYCIN,4.0,467.52,2.0,-6.3,Tobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,MIC90,'>',8.0,ug.mL-1,UO_0000274,0.0,CHEMBL1665255,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,8.0
CHEMBL1747,TOBRAMYCIN,4.0,467.52,2.0,-6.3,Tobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,Activity,'=',73.0,%,UO_0000187,0.0,CHEMBL1667182,Antibacterial activity against Streptococcus agalactiae assessed as percent susceptible isolates by CLSI M100-S18 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,73.0
CHEMBL1747,TOBRAMYCIN,4.0,467.52,2.0,-6.3,Tobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,MIC,'=',32.0,ug.mL-1,UO_0000274,0.0,CHEMBL4200154,Antimicrobial activity against Streptococcus agalactiae after 24 hrs by two-fold dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL4196135,1.0,Scientific Literature,J Nat Prod,2018.0,nan,32.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC50,'=',0.125,ug.mL-1,UO_0000274,0.0,CHEMBL1051955,Antibacterial activity against Streptococcus agalactiae isolated from patient with diabetic foot infection after 18 to 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153560,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.125
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>',64.0,ug.mL-1,UO_0000274,0.0,CHEMBL1051955,Antibacterial activity against Streptococcus agalactiae isolated from patient with diabetic foot infection after 18 to 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153560,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,64.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',33.0,%,UO_0000187,0.0,CHEMBL1054222,Antibacterial activity against Streptococcus agalactiae isolated from patient with diabetic foot infection assessed as percent resistant isolates after 18 to 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153560,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,33.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',86.0,%,UO_0000187,0.0,CHEMBL1278980,Antibacterial activity against Streptococcus agalactiae group B clinical isolate assessed as susceptibility level by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275440,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,86.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'<=',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL1279001,Antibacterial activity against Streptococcus agalactiae group B clinical isolate by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275440,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.03
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC50,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1279001,Antibacterial activity against Streptococcus agalactiae group B clinical isolate by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275440,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.06
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL1279001,Antibacterial activity against Streptococcus agalactiae group B clinical isolate by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275440,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.25
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'>',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL1281973,Antibacterial activity against Streptococcus agalactiae obtained from complicated skin and skin structure infections by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275492,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.03
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC50,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1281973,Antibacterial activity against Streptococcus agalactiae obtained from complicated skin and skin structure infections by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275492,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.06
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>',16.0,ug.mL-1,UO_0000274,0.0,CHEMBL1281973,Antibacterial activity against Streptococcus agalactiae obtained from complicated skin and skin structure infections by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275492,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,16.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',41.0,%,UO_0000187,0.0,CHEMBL1652912,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus agalactiae clinical isolates assessed as percent susceptible isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,41.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',99.0,%,UO_0000187,0.0,CHEMBL1652913,Antimicrobial activity against erythromycin-susceptible Streptococcus agalactiae clinical isolates assessed as percent susceptible isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,99.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',81.9,%,UO_0000187,0.0,CHEMBL1652914,Antimicrobial activity against Streptococcus agalactiae clinical isolates assessed as percent susceptible isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,81.9
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1653429,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S17 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649552,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.06
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC50,'<=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1653429,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S17 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649552,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.06
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>',8.0,ug.mL-1,UO_0000274,0.0,CHEMBL1653429,Antibacterial activity against Streptococcus agalactiae by CLSI M100-S17 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649552,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,8.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',85.2,%,UO_0000187,0.0,CHEMBL1653430,Antibacterial activity against Streptococcus agalactiae assessed as susceptible isolates by CLSI M100-S17 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649552,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,85.2
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',2.3,%,UO_0000187,0.0,CHEMBL1653431,Antibacterial activity against Streptococcus agalactiae assessed as intermediate isolates by CLSI M100-S17 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649552,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,2.3
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',12.5,%,UO_0000187,0.0,CHEMBL1653432,Antibacterial activity against Streptococcus agalactiae assessed as resistant isolates by CLSI M100-S17 method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649552,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,12.5
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',57.4,%,UO_0000187,0.0,CHEMBL1653823,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus agalactiae clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,57.4
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',1.0,%,UO_0000187,0.0,CHEMBL1653824,Antimicrobial activity against erythromycin-susceptible Streptococcus agalactiae clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,1.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,'=',17.6,%,UO_0000187,0.0,CHEMBL1653825,Antimicrobial activity against Streptococcus agalactiae clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,17.6
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'>',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL1660379,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus agalactiae clinical isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.03
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL1660379,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus agalactiae clinical isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,1.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'>=',0.015,ug.mL-1,UO_0000274,0.0,CHEMBL1660380,Antimicrobial activity against erythromycin-susceptible Streptococcus agalactiae clinical isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.015
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1660380,Antimicrobial activity against erythromycin-susceptible Streptococcus agalactiae clinical isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.06
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'>=',0.015,ug.mL-1,UO_0000274,0.0,CHEMBL1660381,Antimicrobial activity against Streptococcus agalactiae clinical isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.015
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL1660381,Antimicrobial activity against Streptococcus agalactiae clinical isolates by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649268,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,1.0
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC,'>=',0.031,ug.mL-1,UO_0000274,0.0,CHEMBL1665816,Antimicrobial activity against Streptococcus agalactiae clinical isolates by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649463,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.031
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC50,'=',0.063,ug.mL-1,UO_0000274,0.0,CHEMBL1665816,Antimicrobial activity against Streptococcus agalactiae clinical isolates by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649463,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,0.063
CHEMBL1753,CLINDAMYCIN,4.0,424.99,0.0,0.39,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,MIC90,'>=',64.0,ug.mL-1,UO_0000274,0.0,CHEMBL1665816,Antimicrobial activity against Streptococcus agalactiae clinical isolates by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649463,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,64.0
CHEMBL1757,FOSFOMYCIN,4.0,138.06,0.0,-0.09,Fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,Activity,'=',50.0,%,UO_0000187,0.0,CHEMBL1654027,Antimicrobial activity against Streptococcus agalactiae obtained from urine sample of patient assessed as percent susceptible isolates by disk diffusion method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1649250,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,nan,50.0
CHEMBL1784531,ARYLOMYCIN C16,,881.08,2.0,3.82,Arylomycin C16,CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,MIC,'>',128.0,ug.mL-1,UO_0000274,0.0,CHEMBL1785367,Antibacterial activity against 1 x 10'7 CFU/mL Streptococcus agalactiae COH1 after 24 hrs by CLSI broth microdilution method,F,BAO_0000019,assay format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1781879,1.0,Scientific Literature,J Nat Prod,2011.0,nan,128.0
CHEMBL1784531,ARYLOMYCIN C16,,881.08,2.0,3.82,Arylomycin A-C16,CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,MIC,'>',64.0,ug.mL-1,UO_0000274,0.0,CHEMBL3223592,Antibacterial activity against wild type Streptococcus agalactiae by CLSI broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL3217468,1.0,Scientific Literature,Medchemcomm,2012.0,nan,64.0
CHEMBL1784532,nan,,926.08,3.0,3.72,Arylomycin B-C16,CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,MIC,'=',8.0,ug.mL-1,UO_0000274,0.0,CHEMBL1785367,Antibacterial activity against 1 x 10'7 CFU/mL Streptococcus agalactiae COH1 after 24 hrs by CLSI broth microdilution method,F,BAO_0000019,assay format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1781879,1.0,Scientific Literature,J Nat Prod,2011.0,nan,8.0
CHEMBL1784532,nan,,926.08,3.0,3.72,Arylomycin B-C16,CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)c([N+](=O)[O-])c2)-c2cc1ccc2O,MIC,'=',8.0,ug.mL-1,UO_0000274,0.0,CHEMBL3223592,Antibacterial activity against wild type Streptococcus agalactiae by CLSI broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL3217468,1.0,Scientific Literature,Medchemcomm,2012.0,nan,8.0
CHEMBL186,CEFEPIME,4.0,480.57,0.0,-1.28,Cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,MIC,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1278617,Antimicrobial activity against penicillin-resistant Streptococcus agalactiae ATCC BAA-611 by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275458,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.06
CHEMBL186,CEFEPIME,4.0,480.57,0.0,-1.28,FEP,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,MIC,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1278619,Antimicrobial activity against penicillin-resistant Streptococcus agalactiae ATCC 12403 by agar dilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1275458,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,nan,0.06
