Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Uo Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Value
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MBC,'=',8,ug ml-1,UO_0000274,0,CHEMBL3615671,Bactericidal activity against azithromycin-susceptible and ampicillin-resistant Haemophilus influenzae 11P037 incubated for 20 to 24 hrs followed by sub-culturing for 24 hrs in absence of compound,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL3611985,1,Scientific Literature,Bioorg Med Chem,2015,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Ratio,'=',8,nan,nan,0,CHEMBL3615794,Ratio of MBC to MIC against azithromycin-susceptible and ampicillin-resistant Haemophilus influenzae 11P037,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL3611985,1,Scientific Literature,Bioorg Med Chem,2015,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',1,ug.mL-1,UO_0000274,0,CHEMBL4007168,Bacteriostatic activity against azithromycin-susceptible/ampicillin-resistant Haemophilus influenzae 11P307 after 20 to 24 hrs by two-fold microbroth dilution method,F,BAO_0000019,assay format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4004878,1,Scientific Literature,Bioorg Med Chem Lett,2017,1
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MBC,'=',8,ug ml-1,UO_0000274,0,CHEMBL4007169,Bactericidal activity against azithromycin susceptible/ampicillin-resistant Haemophilus influenzae 11P307 incubated for 20 to 24 hrs followed by sub-culturing for 24 hrs in absence of compound,F,BAO_0000019,assay format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4004878,1,Scientific Literature,Bioorg Med Chem Lett,2017,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Ratio,'=',2,nan,nan,0,CHEMBL4007170,Ratio of MBC to MIC for azithromycin susceptible/ampicillin-resistant Haemophilus influenzae 11P307,F,BAO_0000019,assay format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4004878,1,Scientific Literature,Bioorg Med Chem Lett,2017,2
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',16,ug.mL-1,UO_0000274,0,CHEMBL4007183,Bacteriostatic activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 after 20 to 24 hrs by two-fold microbroth dilution method,F,BAO_0000019,assay format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4004878,1,Scientific Literature,Bioorg Med Chem Lett,2017,16
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MBC,'=',32,ug ml-1,UO_0000274,0,CHEMBL4007184,Bactericidal activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 incubated for 20 to 24 hrs followed by sub-culturing for 24 hrs in absence of compound,F,BAO_0000019,assay format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4004878,1,Scientific Literature,Bioorg Med Chem Lett,2017,32
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Ratio,'=',2,nan,nan,0,CHEMBL4007185,Ratio of MBC to MIC against azithromycin-susceptible Haemophilus influenzae ATCC 49247,F,BAO_0000019,assay format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4004878,1,Scientific Literature,Bioorg Med Chem Lett,2017,2
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLR,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',8,ug.mL-1,UO_0000274,0,CHEMBL4125571,Antibacterial activity against azithromycin-sensitive Haemophilus influenzae 11P042 by broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4118285,1,Scientific Literature,Bioorg Med Chem Lett,2018,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLR,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',8,ug.mL-1,UO_0000274,0,CHEMBL4125572,Antibacterial activity against azithromycin-resistant Haemophilus influenzae 11Q373 by broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4118285,1,Scientific Literature,Bioorg Med Chem Lett,2018,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL4346870,Antibacterial activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 assessed as reduction in microbial growth by CLSI based two-fold broth dilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4346654,1,Scientific Literature,Eur J Med Chem,2019,4
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MBC,'=',8,ug ml-1,UO_0000274,0,CHEMBL4346878,Bactericidal activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 pretreated followed by subculture in absence of compound measured after 24 hrs,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4346654,1,Scientific Literature,Eur J Med Chem,2019,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Selectivity ratio,'=',2,nan,nan,0,CHEMBL4346879,Selectivity ratio of MBC to MIC for azithromycin-susceptible Haemophilus influenzae ATCC 49247,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4346654,1,Scientific Literature,Eur J Med Chem,2019,2
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL4348346,Antimicrobial activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 incubated in HTM broth medium for 20 to 24 hrs by two-fold microbroth dilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4346684,1,Scientific Literature,Eur J Med Chem,2019,4
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MBC,'=',8,ug ml-1,UO_0000274,0,CHEMBL4348347,Bactericidal activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 assessed as reduction in colony formation incubated in HTM broth medium for 20 to 24 hrs followed by 24 hrs subculturing in the medium without test compound,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4346684,1,Scientific Literature,Eur J Med Chem,2019,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Ratio,'=',2,nan,nan,0,CHEMBL4348348,Ratio of MBC to MIC for azithromycin-susceptible Haemophilus influenzae ATCC 49247,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4346684,1,Scientific Literature,Eur J Med Chem,2019,2
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',16,ug.mL-1,UO_0000274,0,CHEMBL4686413,Antibacterial activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 assessed as reduction in microbial growth,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4680236,1,Scientific Literature,Eur J Med Chem,2020,16
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,FC,'=',1768,nan,nan,0,CHEMBL4686437,Antibacterial activity against azithromycin-susceptible Haemophilus influenzae ATCC 49247 assessed as reduction in microbial growth relative to ciprofloxacin,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL4680236,1,Scientific Literature,Eur J Med Chem,2020,1768
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',16,ug.mL-1,UO_0000274,0,CHEMBL5123356,Antibacterial activity against Haemophilus influenzae ATCC 49247 by microbroth dilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5120845,1,Scientific Literature,Bioorg Med Chem Lett,2022,16
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL5544668,Antibacterial activity against Haemophilus influenzae HIN 19-15 assessed as inhibition of bacterial growth incubated for 20 to 24 hrs by CLSI based broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5543097,1,Scientific Literature,Eur J Med Chem,2024,4
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',8,ug.mL-1,UO_0000274,0,CHEMBL5544669,Antibacterial activity against Haemophilus influenzae HIN 19-18 assessed as inhibition of bacterial growth incubated for 20 to 24 hrs by CLSI based broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5543097,1,Scientific Literature,Eur J Med Chem,2024,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'>',16,ug.mL-1,UO_0000274,0,CHEMBL5544670,Antibacterial activity against Haemophilus influenzae HIN 20-18 assessed as inhibition of bacterial growth incubated for 20 to 24 hrs by CLSI based broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5543097,1,Scientific Literature,Eur J Med Chem,2024,16
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CAM,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Selectivity ratio,'=',2,nan,nan,0,CHEMBL5609316,Selectivity ratio of MBC for Haemophilus influenzae ATCC 49247 to MIC for Haemophilus influenzae ATCC 49247,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5608186,1,Scientific Literature,Eur J Med Chem,2024,2
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CAM,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MBC,'=',8,ug ml-1,UO_0000274,0,CHEMBL5609317,Bactericidal activity against Haemophilus influenzae ATCC 49247 incubated for 16 to 20 hrs by CLSI based broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5608186,1,Scientific Literature,Eur J Med Chem,2024,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CAM,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',4,ug.mL-1,UO_0000274,0,CHEMBL5609318,Antibacterial activity against Haemophilus influenzae ATCC 49247 incubated for 16 to 20 hrs by CLSI based broth microdilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL5608186,1,Scientific Literature,Eur J Med Chem,2024,4
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin (CAM),CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',3.13,ug.mL-1,UO_0000274,0,CHEMBL688891,In vitro minimum inhibitory concentration for antibacterial activity against Haemophilus influenzae ATCC 33533 (ampicillin-resistant strain that produces beta-lactamase),F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1145811,1,Scientific Literature,J Med Chem,2003,3.13
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',6.25,ug.mL-1,UO_0000274,0,CHEMBL688892,In vitro minimum inhibitory concentration for antibacterial activity against Haemophilus influenzae ATCC 43095 (ampicillin-susceptible strain that does not produce beta-lactamase),F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1145811,1,Scientific Literature,J Med Chem,2003,6.25
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLA,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',5,ug.mL-1,UO_0000274,0,CHEMBL689728,The compound has been evaluated for the antibacterial activity against Haemophilus influenzae 351HT3 (beta-lactamase +),F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1133301,1,Scientific Literature,Bioorg Med Chem Lett,2000,5
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',2.5,ug.mL-1,UO_0000274,0,CHEMBL690184,In vitro inhibitory activity against Haemophilus influenzae (351CB12),F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1131139,1,Scientific Literature,J Med Chem,1998,2.5
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLR,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',2.5,ug.mL-1,UO_0000274,0,CHEMBL690185,In vitro inhibitory activity against Haemophilus influenzae (351HT3),F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1131139,1,Scientific Literature,J Med Chem,1998,2.5
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,2 (Clarithromycin),CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',8,ug.mL-1,UO_0000274,0,CHEMBL690188,In vitro minimum inhibitory concentration against Haemophilus influenzae DILL using standard agar dilution method,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1133079,1,Scientific Literature,Bioorg Med Chem Lett,2000,8
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',5,ug.mL-1,UO_0000274,0,CHEMBL690594,The compound was tested in vitro for antibacterial activity against Haemophilus influenza 351HT3,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1131863,1,Scientific Literature,Bioorg Med Chem Lett,1999,5
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CAM,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',6.25,ug.mL-1,UO_0000274,0,CHEMBL695844,In vitro antibacterial activity against erythromycin-susceptible Hemophilus influenzae ATCC 43095 strain,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1134276,1,Scientific Literature,J Med Chem,2001,6.25
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC50,'=',16,ug.mL-1,UO_0000274,0,CHEMBL853667,Antimicrobial activity against Haemophilus influenzae strains causing clinical infections,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1142198,1,Scientific Literature,Antimicrob Agents Chemother,2007,16
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CLR,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC90,'=',32,ug.mL-1,UO_0000274,0,CHEMBL853667,Antimicrobial activity against Haemophilus influenzae strains causing clinical infections,F,BAO_0000218,organism-based format,Haemophilus influenzae,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,ORGANISM,CHEMBL1142198,1,Scientific Literature,Antimicrob Agents Chemother,2007,32
