Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Uo Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Value
CHEMBL285753,nan,,484.53,0.0,1.36,28,COC(=O)[C@@H]1CSCc2c(O)cc(O)c(C)c2C(=O)OC[C@@H](NC(=O)OC(C)(C)C)C(=O)N1,MIC,'=',32.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,32.0
CHEMBL285908,nan,,640.67,3.0,-2.36,1,Cc1c(O)cc(O)c2c1C(=O)OCC(NC(=O)[C@@H]1C(O)CCC1C(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)CSC2,MIC,'=',128.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,128.0
CHEMBL287907,nan,,541.58,2.0,-0.18,45,COC(=O)[C@@H]1CSCc2c(O)cccc2C(=O)OCC(NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(=O)N1,MIC,'=',32.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,32.0
CHEMBL288173,nan,,484.53,0.0,1.36,29,COC(=O)[C@H]1CSCc2c(O)cc(O)c(C)c2C(=O)OC[C@H](NC(=O)OC(C)(C)C)C(=O)N1,MIC,'=',128.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,128.0
CHEMBL288467,nan,,369.4,0.0,0.86,26e,COC(=O)[C@@H]1CSCc2c(O)cc(O)c(C)c2C(=O)OCCC(=O)N1,MIC,'=',32.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,32.0
CHEMBL288499,nan,,484.53,0.0,1.36,10,COC(=O)[C@@H]1CSCc2c(O)cc(O)c(C)c2C(=O)OCC(NC(=O)OC(C)(C)C)C(=O)N1,MIC,'=',16.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,16.0
CHEMBL288528,nan,,470.5,0.0,1.05,26a,COC(=O)[C@@H]1CSCc2c(O)cc(O)cc2C(=O)OCC(NC(=O)OC(C)(C)C)C(=O)N1,MIC,'=',128.0,ug.mL-1,UO_0000274,0.0,CHEMBL754487,Minimum inhibitory concentration against Neisseria meningitides 69480,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1149101,1.0,Scientific Literature,J Med Chem,2004.0,128.0
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicllin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL1051739,Antibacterial activity against penicillin-intermediate resistant Neisseria meningitidis after 24 hrs by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1152995,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicllin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'>',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL1051740,Antibacterial activity against penicillin-intermediate resistant Neisseria meningitidis clinical isolates harbouring altered penA gene after 24 hrs by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1152995,1.0,Scientific Literature,Antimicrob Agents Chemother,2008.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'<=',0.015,ug.mL-1,UO_0000274,0.0,CHEMBL1658621,Antimicrobial activity against Neisseria meningitidis by broth microdilution method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649331,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,0.015
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicilin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC50,'=',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL1658621,Antimicrobial activity against Neisseria meningitidis by broth microdilution method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649331,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,0.03
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC90,'=',0.12,ug.mL-1,UO_0000274,0.0,CHEMBL1658621,Antimicrobial activity against Neisseria meningitidis by broth microdilution method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649331,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,0.12
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Activity,'=',84.5,%,UO_0000187,0.0,CHEMBL1658622,Antimicrobial activity against Neisseria meningitidis assessed as susceptible isolate by broth microdilution method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649331,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,84.5
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Pen,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Activity,'=',0.0,%,UO_0000187,0.0,CHEMBL1658623,Antimicrobial activity against Neisseria meningitidis assessed as resistant isolate by broth microdilution method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649331,1.0,Scientific Literature,Antimicrob Agents Chemother,2010.0,0.0
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.006,ug.mL-1,UO_0000274,0.0,CHEMBL1661857,Antibacterial activity against Beta-lactamase-negative Neisseria meningitidis by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649154,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.006
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,benzyl penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC50,'=',0.047,ug.mL-1,UO_0000274,0.0,CHEMBL1661857,Antibacterial activity against Beta-lactamase-negative Neisseria meningitidis by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649154,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.047
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC90,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL1661857,Antibacterial activity against Beta-lactamase-negative Neisseria meningitidis by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649154,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Activity,'=',98.0,%,UO_0000187,0.0,CHEMBL1661858,Antibacterial activity against Beta-lactamase-negative Neisseria meningitidis assessed as percent susceptible isolates by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649154,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,98.0
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Activity,'=',2.0,%,UO_0000187,0.0,CHEMBL1661859,Antibacterial activity against Beta-lactamase-negative Neisseria meningitidis assessed as percent intermediate isolates by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649154,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,2.0
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Activity,'=',0.0,%,UO_0000187,0.0,CHEMBL1662505,Antibacterial activity against Beta-lactamase-negative Neisseria meningitidis assessed as percent resistant isolates by Etest method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649154,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.0
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'<=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1665414,Antibacterial activity against Neisseria meningitidis by CLSI M7-A7 method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.06
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC50,'<=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL1665414,Antibacterial activity against Neisseria meningitidis by CLSI M7-A7 method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.06
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC90,'=',0.12,ug.mL-1,UO_0000274,0.0,CHEMBL1665414,Antibacterial activity against Neisseria meningitidis by CLSI M7-A7 method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,0.12
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,Activity,'=',50.0,%,UO_0000187,0.0,CHEMBL1667338,Antibacterial activity against Neisseria meningitidis assessed as percent susceptible isolates by CLSI M7-A7 method,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1649565,1.0,Scientific Literature,Antimicrob Agents Chemother,2009.0,50.0
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL986472,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 25 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL986473,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 29 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL986474,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 52 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL986475,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 15 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL986476,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 12 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.125,ug.mL-1,UO_0000274,0.0,CHEMBL986477,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 30 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.125
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL987333,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 23 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL987334,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 42 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL987335,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 14 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL987336,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 19 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL987337,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 7 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.125,ug.mL-1,UO_0000274,0.0,CHEMBL987338,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 17 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.125
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL987339,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 20 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.19,ug.mL-1,UO_0000274,0.0,CHEMBL987340,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 81 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.19
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.064,ug.mL-1,UO_0000274,0.0,CHEMBL987341,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 9 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.064
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.125,ug.mL-1,UO_0000274,0.0,CHEMBL987342,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 33 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.125
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.125,ug.mL-1,UO_0000274,0.0,CHEMBL987343,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 13 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.125
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL987344,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 18 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.023,ug.mL-1,UO_0000274,0.0,CHEMBL991813,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 83 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.023
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.094,ug.mL-1,UO_0000274,0.0,CHEMBL992696,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 11 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.094
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.008,ug.mL-1,UO_0000274,0.0,CHEMBL992697,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 57 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.008
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.015,ug.mL-1,UO_0000274,0.0,CHEMBL992698,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 5 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.015
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.015,ug.mL-1,UO_0000274,0.0,CHEMBL992699,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 2 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.015
CHEMBL29,PENICILLIN G,4.0,334.4,0.0,0.86,penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',0.032,ug.mL-1,UO_0000274,0.0,CHEMBL992700,Antimicrobial activity against Neisseria meningitidis isolates harboring penA 34 allele encoding PBP2 mutant,F,BAO_0000218,organism-based format,Neisseria meningitidis,CHEMBL614431,Neisseria meningitidis,Neisseria meningitidis,ORGANISM,CHEMBL1155154,1.0,Scientific Literature,Antimicrob Agents Chemother,2007.0,0.032
